,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,0.0,16.180393999850377,42.96253990865577,44.904705878818206,64.56000349919675,61.172991509133894,52.31549586942012,51.077502507094195,53.503341575816776,52.756427905926984,51.39043305936006,50.37752077757351,26.42270696487667,15.237442115593982,23.889675919505613,55.84777286055493,64.34959294043102,25.986711197972777,87.11507237992035,35.52785435659602
1,16.68881506450366,0.0,27.152762382764713,33.62862023808544,52.711154439007075,51.84436798829569,54.27542742084719,47.11672620313088,37.526549078869664,40.7862121860501,49.06580947879978,37.515238945310884,18.266575228509854,13.06374164119324,35.402321212306774,60.522985054008906,69.01007206064357,40.91381427535014,76.22191352001254,34.36294903169253
2,40.9849022107122,25.616070929125666,0.0,18.023768348437027,35.7739881076583,51.55219747136763,55.65132521746873,43.91458065528003,18.11848381783967,36.069038128125946,43.694474472782964,23.145569276885226,23.40111986727808,35.64495931128132,48.04012619678071,76.69396564888969,72.6339769093614,58.92916218029843,49.29206870398874,48.65188528160548
3,51.908125058927496,31.158431232651775,18.94269417147349,0.0,42.48638397859892,73.39165005301525,77.49512192094983,64.20870450612443,31.838452127112323,17.209022570038016,59.142263203526284,4.44070959694366,40.96348992561659,35.6659965028466,69.58429394746877,81.90514378407197,84.37011373127098,66.06716440518562,65.0343748813203,66.6809084425062
4,75.89451639138322,52.49953329421315,36.3762584318934,40.2851768108496,0.0,47.602725038351025,70.49619441627337,49.62082453550282,17.602986572585415,63.417571736623344,40.10778014023119,51.042945544504185,48.03965587504896,69.55113335432544,70.41957366369668,90.3699827395747,70.17755961718684,75.23215847076554,27.574922021741305,59.62907981222443
5,53.01195268900399,50.904480716728074,51.58255504875746,65.41614698717602,49.35547863519217,0.0,19.726216015539165,9.239613227129059,45.32217894391978,95.81997330001465,11.995574471620227,79.50463694826449,34.85410809705825,63.17348338043568,41.169947625599505,41.986354427529484,21.202440939591266,45.46515303836447,39.5493167203471,26.56641180975484
6,50.948620142571194,55.660264581182695,61.79502103830127,75.10756732418845,69.67800058154997,18.295886825151108,0.0,20.70329024991326,50.428009932923814,98.82441412380646,26.233058366676037,78.37363287107028,34.92306184214247,59.363300278801745,28.702389285978988,20.42733829307641,18.10798839281689,36.91576560090979,52.87052553420638,19.57676523863991
7,52.34305954350703,47.77129433959488,41.27299188173846,59.79362763500731,43.08275277373857,9.663836282805626,21.253223362689884,0.0,31.557165922415926,74.79431387794668,5.811668130941567,71.54861462278456,30.06383190438258,64.19655119151413,35.72227865013105,47.59013234338906,33.34246058839902,49.41709581237593,38.79421140444856,19.78696863864046
8,56.077557872957804,40.955037253617895,20.024674320240862,37.424880239851426,16.565359152614153,40.263289449022224,58.907271559584075,30.189995070936682,0.0,51.29670719778842,31.67389133093447,41.624644769218605,30.962634069146105,53.428011524288515,53.36613058160935,77.01039310483479,66.48848113079809,63.56239958732019,32.52869365205268,43.74079402860804
9,47.80831881362526,42.69603154121416,35.611197961613456,19.424238025749055,56.795744238884176,78.81117136024146,93.13948423245287,85.79558486894031,50.04693387795148,0.0,80.73006840509002,14.905362872230764,49.48782015623601,34.56805722178359,67.4215483639448,98.33213953823467,98.76073196240498,84.07497245322419,94.11889553244242,70.91708649125273
10,50.064697760928844,50.78660945803653,40.67575967148468,63.773857279315045,37.8381756984945,12.071553668149573,26.517088342947286,5.190838415611971,29.504290450265465,79.35284321473493,0.0,64.58146037111057,26.28015656186094,64.18329619435616,42.82438919654468,52.09781596238128,31.61436581385287,51.75179033441838,30.33974265645853,26.804993754547453
11,48.68929487248414,36.86541671168119,21.494580375050216,4.257920772737417,45.538771989772044,75.2027867196408,82.31498240638561,62.83999220812603,37.29703367036496,17.33531530087726,59.3663286866318,0.0,41.83249221658219,41.891376500003474,66.72173090627665,99.32528372860739,93.91109649992516,78.93092940974955,72.44769821345118,68.76692573557588
12,28.450453041285606,19.163479944485363,22.61460611596707,38.115089414598636,44.50927438575366,37.61051765834522,36.55059112479219,27.013426859409233,31.35392283488338,48.274501510990476,26.388010582442885,48.03298918714221,0.0,28.3013965939747,24.558710190697813,56.55250749761329,49.9100504035157,36.133273728726266,51.721109303748996,23.862917397621885
13,16.163697365304543,11.275633085035198,37.00982521841414,35.26857167974077,72.76584209489565,63.761704909406994,68.385677341677,54.15629430624593,49.224688130918615,35.029303849717195,54.09254760487735,39.92754643523118,31.187515045573345,0.0,41.729012344441735,65.08172746217069,81.87364999849765,45.2517918779561,83.89493513238223,45.58966241163408
14,25.378907731590587,37.3571722877955,50.835264895828,64.21362179787461,75.21679214048451,40.863843016499274,26.502107842032228,33.878203647635495,52.00074208576706,74.50120389435911,40.15170542528308,68.55920925302046,25.810130463143693,43.284908752293504,0.0,29.432932425192654,50.90286858063993,11.220909086849327,73.42607982097881,12.734604383119647
15,53.82301183815413,60.37886723486411,69.43339131871686,87.70700655778822,90.12881166213683,40.14440252321151,22.65781083889491,48.08288284237111,74.84542052571278,111.34013587023635,46.319911802701505,100.97042017891997,51.898844535727626,72.29928041631312,24.960509054628172,0.0,32.97648977812906,30.272655085610033,75.387694742434,29.016198025201305
16,76.65366125111515,74.35298383570837,72.26248833605504,90.53364302487068,66.96182342153342,21.493814966998407,19.762991843679377,30.185898102792663,69.3230764719407,115.25161061563311,36.17094955952194,103.86404211146974,55.33186645187507,81.80946633917746,45.52962886043772,30.97099075232711,0.0,57.84056631997224,54.74078671637902,35.83248066354403
17,26.074015516313153,41.40491442682752,59.2748048641092,64.00635584360913,88.29913767077583,48.687115352329265,36.44108204362846,43.64159697250708,69.31654522251924,82.84763680732422,47.575037891183996,81.40658533697554,38.94384154491918,42.16625204832009,11.68977550689371,29.297333384282847,57.468985196123384,0.0,85.8431815852212,25.479042136340453
18,82.39763343724597,76.6076113524168,55.132276241765446,64.33956215468297,30.11640105449542,39.6838425692565,55.14529088184926,33.17411517222585,30.102275942126248,85.71033216053087,34.46190943062143,77.45517312615576,53.06836489657869,83.08394738312376,76.54438091754176,80.95420949309646,60.38988370603563,84.7196787493246,0.0,58.70949392090192
19,34.96750023008447,41.07219907043952,42.048268792066494,63.05300620978691,62.55822063339192,24.958967885908642,17.051765628198254,20.411882494525358,42.23467282597042,76.42422983529862,27.882612184774203,70.25789669541695,24.202044672275516,49.78395675229731,15.176616494575521,32.12841029009158,37.23049893639707,26.34928501132421,52.09687666140351,0.0
